loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,total_acc,total_pymnt,application_type
5000,4975, 36 months,12.53%,167.34,B,3 years,MORTGAGE,144000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,NY,12,5505.931301,Individual
12250,12180.52198, 36 months,14.96%,424.41,D,< 1 year,MORTGAGE,55000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,AL,37,15279.0199,Individual
12000,11954.41421, 36 months,14.96%,415.74,D,< 1 year,RENT,42500,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,11,14833.8931,Individual
25000,24975, 36 months,12.53%,836.66,B,10+ years,MORTGAGE,102000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,41,30043.074,Individual
12000,11980.43376, 36 months,14.26%,411.67,C,3 years,RENT,42000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,33,14821.34417,Individual
5000,4980.477457, 36 months,14.61%,172.38,D,5 years,RENT,37000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,CA,22,6205.842249,Individual
8000,7925, 36 months,15.31%,278.53,D,1 year,RENT,63500,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MA,17,8994.149044,Individual
4800,4800, 36 months,17.39%,172.07,E,10+ years,OWN,110000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,TX,29,5630.517998,Individual
6000,6000, 36 months,12.53%,200.8,B,< 1 year,RENT,90000,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,18,6510.570551,Individual
6000,6000, 36 months,15.31%,208.9,D,4 years,RENT,45000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,TX,22,7520.544082,Individual
4200,4200, 36 months,14.26%,144.09,C,2 years,RENT,36000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,17,5187.548966,Individual
15200,13644.22, 36 months,11.14%,498.62,B,6 years,MORTGAGE,95000,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,AZ,13,6464.19,Individual
22000,21885.06129, 36 months,11.48%,725.31,B,< 1 year,MORTGAGE,96000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,NH,36,26110.98133,Individual
15000,14893.15947, 36 months,12.87%,504.5,C,< 1 year,MORTGAGE,72000,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,VA,39,18161.93385,Individual
10000,9869.174965, 36 months,14.96%,346.45,D,4 years,RENT,45000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MA,28,12499.08186,Individual
9600,9550, 36 months,14.61%,330.97,D,< 1 year,RENT,96000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,CA,4,11910.53305,Individual
5000,4950, 36 months,15.31%,174.08,D,5 years,RENT,40000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,GA,26,6267.044763,Individual
8000,8000, 36 months,20.86%,300.85,G,1 year,RENT,103625,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NV,43,10861.28172,Individual
5000,4900, 36 months,7.74%,156.1,A,6 years,MORTGAGE,265000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,WY,63,5531.017478,Individual
12000,12000, 36 months,15.65%,419.84,D,3 years,MORTGAGE,85000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,18,13281.30155,Individual
5000,5000, 36 months,14.26%,171.53,C,3 years,OWN,44000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,OH,7,6270.505843,Individual
24250,24168.23518, 36 months,15.65%,848.42,D,10+ years,OWN,41000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,15,30349.8483,Individual
10000,9993.480714, 36 months,18.43%,363.7,F,2 years,MORTGAGE,63000,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,IL,13,13111.63117,Individual
10000,9823.13928, 36 months,12.18%,333,B,10+ years,MORTGAGE,120000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,AZ,31,11987.94323,Individual
14400,14128.45, 36 months,12.53%,481.92,B,10+ years,MORTGAGE,300000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,UT,23,481.92,Individual
6000,5898.444064, 36 months,13.57%,203.82,C,1 year,RENT,65000,Verified,Does not meet the credit policy. Status:Fully Paid,car,OR,15,7338.232008,Individual
6000,6000, 36 months,15.65%,209.92,D,2 years,MORTGAGE,52000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,OH,27,7439.420259,Individual
12000,11926.23396, 36 months,14.26%,411.67,C,2 years,RENT,90000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,50,14888.37303,Individual
1000,975, 36 months,11.14%,32.81,B,3 years,RENT,58650,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,38,1146.284217,Individual
4800,4733.820706, 36 months,15.31%,167.12,D,< 1 year,MORTGAGE,46214,Not Verified,Does not meet the credit policy. Status:Fully Paid,medical,CA,12,5429.536314,Individual
15000,14885.04011, 36 months,14.61%,517.13,D,3 years,RENT,100000,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,14,18616.51497,Individual
6000,6000, 36 months,12.18%,199.8,B,< 1 year,OWN,42000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,OH,16,6902.422513,Individual
10000,9825, 36 months,14.61%,344.76,D,6 years,MORTGAGE,195000,Verified,Does not meet the credit policy. Status:Charged Off,other,FL,43,0,Individual
7200,7080.432965, 36 months,17.04%,256.86,E,10+ years,MORTGAGE,210000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,TX,35,9246.65213,Individual
25000,24918.5332, 36 months,19.13%,918.02,F,10+ years,MORTGAGE,69500,Not Verified,Does not meet the credit policy. Status:Charged Off,small_business,IL,59,13014.24,Individual
7500,7500, 36 months,13.57%,254.77,C,< 1 year,MORTGAGE,62820,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,KY,36,7748.648139,Individual
1800,1750, 36 months,12.18%,59.94,B,2 years,RENT,32000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,8,1977.019727,Individual
13000,12800, 36 months,11.48%,428.59,B,10+ years,MORTGAGE,75000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,UT,29,13668.67744,Individual
12000,11825, 36 months,8.59%,379.33,A,10+ years,MORTGAGE,165000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,37,12527.89488,Individual
10000,9974.427933, 36 months,12.87%,336.34,C,10+ years,RENT,56000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,36,10212.14073,Individual
5400,5183.389031, 36 months,15.65%,188.93,D,< 1 year,RENT,40800,Not Verified,Does not meet the credit policy. Status:Fully Paid,educational,OH,17,6818.640293,Individual
4000,3975, 36 months,15.65%,139.95,D,2 years,MORTGAGE,41600,Not Verified,Does not meet the credit policy. Status:Charged Off,other,MO,15,3712.65,Individual
11000,10989.4777, 36 months,13.22%,371.81,C,5 years,MORTGAGE,48000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,MO,36,7064.39,Individual
7500,7500, 36 months,13.22%,253.51,C,2 years,RENT,30680,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,OH,20,8810.988989,Individual
25000,22382.63155, 36 months,18.78%,913.63,F,9 years,MORTGAGE,80000,Not Verified,Does not meet the credit policy. Status:Charged Off,small_business,TX,39,19182.43,Individual
8000,7950, 36 months,13.22%,270.41,C,4 years,OWN,82700,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,NY,7,9101.141131,Individual
19000,18950, 36 months,12.87%,639.04,C,10+ years,OWN,80000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MA,38,19403.03938,Individual
25000,19309.41844, 36 months,12.87%,840.83,C,< 1 year,MORTGAGE,80000,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,IL,22,13453.28,Individual
5000,4850, 36 months,11.83%,165.67,B,< 1 year,RENT,20000,Not Verified,Does not meet the credit policy. Status:Fully Paid,moving,TX,7,5778.575782,Individual
5000,5000, 36 months,15.31%,174.08,D,4 years,RENT,74880,Not Verified,Does not meet the credit policy. Status:Charged Off,wedding,FL,10,1238.73,Individual
20000,19805.19096, 36 months,13.57%,679.37,C,< 1 year,RENT,100000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,32,23106.4634,Individual
12250,12039.31149, 36 months,11.48%,403.87,B,1 year,MORTGAGE,109038,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,DC,29,14539.60848,Individual
4000,3989.660803, 36 months,15.31%,139.27,D,< 1 year,MORTGAGE,38400,Not Verified,Does not meet the credit policy. Status:Fully Paid,wedding,IL,22,4762.489581,Individual
9000,9000, 36 months,15.65%,314.88,D,2 years,RENT,24000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,AZ,8,1628.27,Individual
2000,2000, 36 months,12.87%,67.27,C,< 1 year,MORTGAGE,52416,Not Verified,Does not meet the credit policy. Status:Fully Paid,car,NM,13,2306.533939,Individual
25000,24856.69223, 36 months,17.74%,900.53,E,2 years,MORTGAGE,330000,Verified,Does not meet the credit policy. Status:Fully Paid,other,CA,22,29902.52643,Individual
6000,6000, 36 months,13.57%,203.82,C,4 years,OWN,21600,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,GA,4,7400.641363,Individual
9600,9450, 36 months,13.92%,327.72,C,4 years,MORTGAGE,65000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,SC,15,10596.82449,Individual
5000,4990.179786, 36 months,21.21%,188.93,G,6 years,RENT,60000,Not Verified,Does not meet the credit policy. Status:Fully Paid,small_business,CA,14,6791.212792,Individual
9000,8975, 36 months,16.00%,316.42,D,6 years,OWN,96400,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,RI,29,9680.08471,Individual
15000,14838.14666, 36 months,13.92%,512.06,C,10+ years,OWN,155000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,MD,37,18433.8772,Individual
3500,3464.082456, 36 months,8.94%,111.21,A,1 year,MORTGAGE,325162.08,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,NY,39,3860.8628,Individual
25000,24645.98193, 36 months,18.78%,913.63,F,10+ years,MORTGAGE,125000,Not Verified,Does not meet the credit policy. Status:Fully Paid,small_business,MD,30,32891.32069,Individual
6500,6464.477601, 36 months,13.22%,219.71,C,< 1 year,RENT,48000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,21,7905.890813,Individual
5000,4985.71768, 36 months,15.65%,174.94,D,< 1 year,RENT,31075,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KY,20,6218.73754,Individual
4800,4760.944462, 36 months,17.74%,172.91,E,2 years,RENT,14000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MI,3,6224.431108,Individual
25000,24925, 36 months,16.00%,878.94,D,5 years,MORTGAGE,120000,Verified,Does not meet the credit policy. Status:Fully Paid,small_business,CA,22,28968.19067,Individual
20000,19570.58204, 36 months,16.70%,710.03,E,10+ years,MORTGAGE,80000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,CA,30,25561.05622,Individual
3000,3000, 36 months,12.87%,100.9,C,2 years,RENT,90000,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,IL,20,3358.964271,Individual
4800,4775, 36 months,15.31%,167.12,D,< 1 year,MORTGAGE,97572,Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,VA,18,4980.05,Individual
15000,14886.12873, 36 months,15.31%,522.23,D,3 years,OWN,110000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,SD,41,5678.3,Individual
3000,3000, 36 months,13.92%,102.42,C,< 1 year,RENT,17568,Not Verified,Does not meet the credit policy. Status:Charged Off,other,CO,6,333.72,Individual
2400,2325, 36 months,14.96%,83.15,D,3 years,RENT,26000,Verified,Does not meet the credit policy. Status:Charged Off,other,AR,4,753.18,Individual
16000,15972.37955, 36 months,12.87%,538.14,C,4 years,OWN,108000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,34,19362.5745,Individual
2500,2500, 36 months,15.65%,87.47,D,< 1 year,RENT,19500,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,TX,11,3148.697912,Individual
2275,2275, 36 months,14.61%,78.44,D,8 years,OWN,45500,Not Verified,Does not meet the credit policy. Status:Charged Off,other,AL,35,1725.68,Individual
24000,23961.14256, 36 months,19.47%,885.52,F,5 years,RENT,78000,Not Verified,Does not meet the credit policy. Status:Fully Paid,small_business,CA,15,30100.70049,Individual
24200,23692.59064, 36 months,17.74%,871.71,E,1 year,OWN,100000,Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,CA,20,29957.34261,Individual
5000,4887.610232, 36 months,8.59%,158.06,A,2 years,MORTGAGE,100000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,FL,23,5689.917122,Individual
24250,22027.09125, 36 months,18.43%,881.97,F,< 1 year,OWN,220000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,58,28446.66907,Individual
9000,8948.17216, 36 months,21.21%,340.06,G,2 years,MORTGAGE,90000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WI,23,10092.85412,Individual
8000,7914.771494, 36 months,16.00%,281.26,D,5 years,RENT,51600,Not Verified,Does not meet the credit policy. Status:Charged Off,major_purchase,PA,10,9081.93,Individual
10000,9975, 36 months,12.18%,333,B,10+ years,MORTGAGE,66000,Not Verified,Does not meet the credit policy. Status:Charged Off,credit_card,CT,53,4347.41,Individual
2000,1975, 36 months,15.31%,69.64,D,10+ years,OWN,30000,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,NY,14,2506.610932,Individual
5000,5000, 36 months,13.57%,169.85,C,4 years,RENT,67600,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,MA,9,6114.981504,Individual
24250,23616.16977, 36 months,16.00%,852.57,D,2 years,OWN,101000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,58,30693.8538,Individual
25000,24943.61351, 36 months,20.86%,940.14,G,9 years,MORTGAGE,287777,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,47,33845.71624,Individual
4300,4288.955019, 36 months,15.31%,149.71,D,1 year,RENT,63350,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,OH,25,5325.649031,Individual
5000,4975, 36 months,20.52%,187.14,G,5 years,RENT,178000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,13,5923.70623,Individual
14400,14011.32656, 36 months,14.26%,494.01,C,8 years,MORTGAGE,70000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,15,17531.26284,Individual
8400,8350, 36 months,11.48%,276.94,B,4 years,RENT,96000,Not Verified,Does not meet the credit policy. Status:Charged Off,wedding,NV,18,3055.04,Individual
1000,1000, 36 months,8.59%,31.62,A,1 year,MORTGAGE,120000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,WI,13,1137.925417,Individual
25000,24624.05754, 36 months,12.87%,840.83,C,3 years,OWN,46000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,13,30269.88578,Individual
7500,7475, 36 months,8.59%,237.08,A,2 years,MORTGAGE,58000,Not Verified,Does not meet the credit policy. Status:Fully Paid,educational,MO,26,8444.359019,Individual
4000,3975, 36 months,12.18%,133.2,B,8 years,MORTGAGE,70000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,CA,41,2598.4,Individual
3000,3000, 36 months,13.92%,102.42,C,5 years,OWN,14400,Not Verified,Does not meet the credit policy. Status:Fully Paid,educational,FL,9,3443.178792,Individual
5000,4992.394291, 36 months,19.13%,183.61,F,5 years,RENT,56500,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CT,15,5719.187021,Individual
2400,2400, 36 months,13.57%,81.53,C,9 years,MORTGAGE,90000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,IL,54,2702.769451,Individual
24000,23075, 36 months,14.26%,823.34,C,1 year,RENT,250000,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,CA,21,1080,Individual
16425,15509.36481, 36 months,14.96%,569.05,D,10+ years,RENT,45000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,CA,33,21946.33999,Individual
1500,1500, 36 months,8.59%,47.42,A,4 years,MORTGAGE,43000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,17,1510.79,Individual
2500,2492.613496, 36 months,21.21%,94.47,G,1 year,MORTGAGE,87240,Not Verified,Does not meet the credit policy. Status:Fully Paid,small_business,WI,62,3400.423149,Individual
3200,3200, 36 months,14.61%,110.33,D,5 years,RENT,28038,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,LA,39,3887.322975,Individual
4800,4794.860295, 36 months,16.35%,169.58,E,1 year,RENT,50000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,18,6104.872421,Individual
7500,7450, 36 months,12.87%,252.25,C,1 year,RENT,37920,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,18,9078.293274,Individual
5000,4950, 36 months,13.22%,169.01,C,1 year,MORTGAGE,28800,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KS,10,6003.686272,Individual
5000,4994.872102, 36 months,16.00%,175.79,D,7 years,RENT,77707,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,VA,39,6328.286326,Individual
5000,4925, 36 months,17.04%,178.38,E,1 year,RENT,20000,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,IL,15,6030.880911,Individual
8000,7927.3308, 36 months,15.65%,279.89,D,1 year,RENT,55000,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,PA,11,10072.36215,Individual
10000,9950.020061, 36 months,14.96%,346.45,D,3 years,RENT,61000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,36,12446.80723,Individual
23500,22900, 36 months,13.22%,794.32,C,1 year,OWN,52000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KS,11,26831.06965,Individual
25000,23225, 36 months,13.92%,853.43,C,< 1 year,RENT,78000,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,CA,36,1125,Individual
16000,15754.62749, 36 months,16.70%,568.03,E,< 1 year,MORTGAGE,150000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,PA,41,20449.90685,Individual
16000,15869.3334, 36 months,13.22%,540.81,C,2 years,MORTGAGE,65000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,VA,25,19368.77911,Individual
7750,7575, 36 months,11.83%,256.79,B,1 year,MORTGAGE,45996,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,GA,20,2567.9,Individual
12000,12000, 36 months,11.14%,393.65,B,7 years,MORTGAGE,120000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WA,40,14171.96228,Individual
15000,14625.33146, 36 months,19.47%,553.45,F,4 years,RENT,46200,Verified,Does not meet the credit policy. Status:Fully Paid,small_business,DE,31,19057.35045,Individual
2000,2000, 36 months,13.22%,67.61,C,10+ years,MORTGAGE,40000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,WA,31,2422.708749,Individual
15000,14747.55365, 36 months,17.04%,535.12,E,8 years,MORTGAGE,90000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,28,17953.04604,Individual
25000,24075, 36 months,14.61%,861.88,D,5 years,MORTGAGE,120000,Verified,Does not meet the credit policy. Status:Fully Paid,educational,FL,10,26176.82517,Individual
10000,9975, 36 months,8.94%,317.72,A,10+ years,MORTGAGE,118000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,FL,21,10771.37297,Individual
6000,6000, 36 months,16.00%,210.95,D,1 year,RENT,50000,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,LA,35,7593.921603,Individual
25000,24525.09058, 36 months,19.82%,926.83,G,3 years,MORTGAGE,107700,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,AZ,24,28058.18297,Individual
4000,4000, 36 months,8.94%,127.09,A,10+ years,MORTGAGE,80000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,CA,31,4549.152721,Individual
5000,5000, 36 months,12.87%,168.17,C,7 years,MORTGAGE,295000,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,DE,29,6053.954081,Individual
8400,8225, 36 months,15.31%,292.45,D,10+ years,MORTGAGE,75000,Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,WI,52,3464.47,Individual
25000,24600, 36 months,11.83%,828.35,B,< 1 year,OWN,250000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MD,42,29820.53596,Individual
15000,14540.51004, 36 months,16.00%,527.36,D,3 years,MORTGAGE,95004,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MA,27,18984.94669,Individual
18000,18000, 36 months,13.57%,611.44,C,10+ years,MORTGAGE,98000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,MI,63,19496.1259,Individual
10000,9875.504767, 36 months,18.43%,363.7,F,7 years,MORTGAGE,66000,Not Verified,Does not meet the credit policy. Status:Charged Off,small_business,MO,17,7637.7,Individual
15000,12852.28, 36 months,15.31%,522.23,D,3 years,RENT,83004,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,40,17401.95047,Individual
20000,20000, 36 months,13.57%,679.37,C,4 years,RENT,60000,Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,GA,16,2217.72,Individual
20000,19844.89571, 36 months,17.04%,713.49,E,3 years,MORTGAGE,385000,Verified,Does not meet the credit policy. Status:Fully Paid,medical,IL,25,23249.41922,Individual
4000,4000, 36 months,11.83%,132.54,B,< 1 year,RENT,45000,Not Verified,Does not meet the credit policy. Status:Fully Paid,moving,CT,6,4767.388858,Individual
25000,24875, 36 months,12.87%,840.83,C,10+ years,MORTGAGE,60000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,TX,33,27398.20735,Individual
11000,10975, 36 months,19.47%,405.87,F,5 years,RENT,50004,Verified,Does not meet the credit policy. Status:Charged Off,other,NJ,12,8249.3,Individual
7500,7500, 36 months,14.61%,258.57,D,10+ years,MORTGAGE,94036,Not Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,WA,32,9308.211909,Individual
5000,5000, 36 months,14.26%,171.53,C,8 years,MORTGAGE,74796,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,MN,23,5174.340127,Individual
5000,5000, 36 months,15.31%,174.08,D,6 years,RENT,36000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,15,6221.742643,Individual
3000,3000, 36 months,14.61%,103.43,D,< 1 year,MORTGAGE,36000,Not Verified,Does not meet the credit policy. Status:Fully Paid,moving,CO,11,3710.984531,Individual
2000,1900, 36 months,12.87%,67.27,C,10+ years,RENT,16800,Not Verified,Does not meet the credit policy. Status:Charged Off,house,FL,6,1190.69,Individual
14000,13239.43402, 36 months,13.57%,475.56,C,< 1 year,RENT,62400,Not Verified,Does not meet the credit policy. Status:Charged Off,debt_consolidation,CO,47,8008.96,Individual
5000,5000, 36 months,14.61%,172.38,D,10+ years,RENT,54000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,41,6073.985292,Individual
3000,3000, 36 months,12.87%,100.9,C,10+ years,RENT,43296,Not Verified,Does not meet the credit policy. Status:Fully Paid,moving,CO,19,3236.394949,Individual
25000,24900, 36 months,19.82%,926.83,G,10+ years,MORTGAGE,110000,Verified,Does not meet the credit policy. Status:Charged Off,small_business,PA,42,926.83,Individual
16000,16000, 36 months,13.57%,543.5,C,< 1 year,MORTGAGE,164004,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,NJ,32,19566.31813,Individual
22000,21860.36594, 36 months,20.86%,827.33,G,10+ years,MORTGAGE,220000,Verified,Does not meet the credit policy. Status:Charged Off,small_business,MD,43,20683.25,Individual
4200,4150, 36 months,12.87%,141.26,C,2 years,RENT,24000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,5,5120.003067,Individual
7750,7625, 36 months,13.22%,261.96,C,2 years,MORTGAGE,45000,Not Verified,Does not meet the credit policy. Status:Charged Off,home_improvement,OH,26,602.76,Individual
3000,2975, 36 months,12.53%,100.4,B,3 years,MORTGAGE,120000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,CT,9,3255.268312,Individual
25000,23126.32391, 36 months,15.65%,874.66,D,10+ years,MORTGAGE,128000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,CA,55,31498.22911,Individual
24000,14800.00824, 36 months,15.65%,839.67,D,10+ years,MORTGAGE,325000,Verified,Does not meet the credit policy. Status:Charged Off,medical,IL,25,6291.6,Individual
7200,7200, 36 months,13.22%,243.37,C,1 year,OWN,50414.91,Not Verified,Does not meet the credit policy. Status:Fully Paid,major_purchase,KY,20,8123.506114,Individual
15000,13603.09176, 36 months,16.35%,529.94,E,1 year,MORTGAGE,67500,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,MO,19,20819.24124,Individual
10000,9875, 36 months,12.87%,336.34,C,3 years,MORTGAGE,99996,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,25,12010.44112,Individual
2000,2000, 36 months,15.31%,69.64,D,10+ years,MORTGAGE,72000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,KS,20,2498.135654,Individual
14400,13500, 36 months,13.57%,489.15,C,8 years,MORTGAGE,60000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,TX,23,15596.94868,Individual
13000,13000, 36 months,12.53%,435.07,B,10+ years,MORTGAGE,264000,Verified,Does not meet the credit policy. Status:Fully Paid,credit_card,NH,34,15662.17906,Individual
2000,2000, 36 months,12.87%,67.27,C,1 year,MORTGAGE,65500,Not Verified,Does not meet the credit policy. Status:Fully Paid,other,MA,9,2349.953131,Individual
2275,2275, 36 months,16.00%,79.99,D,10+ years,MORTGAGE,100000,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,51,2775.008047,Individual
10000,9863.67688, 36 months,17.39%,358.48,E,< 1 year,MORTGAGE,200000,Verified,Does not meet the credit policy. Status:Charged Off,small_business,NY,32,4301.76,Individual
8000,7875, 36 months,13.92%,273.1,C,10+ years,RENT,36500,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,17,9831.394259,Individual
12000,11875, 36 months,13.92%,409.65,C,4 years,MORTGAGE,80000,Not Verified,Does not meet the credit policy. Status:Fully Paid,home_improvement,PA,19,12139.2,Individual
10500,10383.28159, 36 months,16.00%,369.16,D,2 years,MORTGAGE,93996,Not Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,FL,22,13241.46998,Individual
3500,3475, 36 months,13.92%,119.48,C,5 years,RENT,80000,Not Verified,Does not meet the credit policy. Status:Fully Paid,house,CA,12,3981.012818,Individual
9000,8900.98925, 36 months,12.53%,301.2,B,5 years,RENT,30000,Verified,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,17,11008.25778,Individual
